FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
140929;0000;;;3,10679;
140930;0000;;;19,5671;
141001;0000;;;2,50991;
141002;0000;;;1,44121;
141003;0000;;;2,34145;
141004;0000;;;2,79321;
141005;0000;;;1,68683;
141006;0000;;;4,24532;
141007;0000;;;10,9099;
141008;0000;;;1,17271;
141009;0000;;;1,87844;
141010;0000;;;10,5452;
141011;0000;;;5,90508;
141012;0000;;;12,5863;
141013;0000;;;4,68074;
141014;0000;;;15,5921;
141015;0000;;;2,21066;
141016;0000;;;5,30574;
141017;0000;;;6,90941;
141018;0000;;;4,71395;
141019;0000;;;7,94869;
141020;0000;;;4,91653;
141021;0000;;;7,92899;
141022;0000;;;1,19071;
141023;0000;;;11,8448;
141024;0000;;;2,09554;
141025;0000;;;0,559791;
141026;0000;;;0,645541;
141027;0000;;;2,33833;
141028;0000;;;23,8749;
141029;0000;;;1,28283;
141030;0000;;;0,88004;
141031;0000;;;2,08375;
141101;0000;;;3,11037;
141102;0000;;;0,337375;
141103;0000;;;1,04308;
141104;0000;;;6,62628;
141105;0000;;;1,69604;
141106;0000;;;1,16362;
141107;0000;;;3,19179;
141108;0000;;;1,37567;
141109;0000;;;1,10475;
141110;0000;;;1,86325;
141111;0000;;;10,6057;
141112;0000;;;16,0916;
141113;0000;;;17,5929;
141114;0000;;;14,3354;
141115;0000;;;13,5533;
141116;0000;;;16,1825;
141117;0000;;;14,625;
141118;0000;;;16,1622;
141119;0000;;;0,673416;
141120;0000;;;1,11767;
141121;0000;;;2,18521;
141122;0000;;;3,57537;
141123;0000;;;1,03537;
141124;0000;;;1,02896;
141125;0000;;;6,82716;
141126;0000;;;2,5747;
141127;0000;;;1,73346;
141128;0000;;;3,04312;
141129;0000;;;4,93028;
141130;0000;;;1,02804;
141201;0000;;;6,60995;
141202;0000;;;11,7457;
141203;0000;;;12,4637;
141204;0000;;;0,803374;
141205;0000;;;0,666708;
141206;0000;;;1,05612;
141207;0000;;;6,10841;
141208;0000;;;0,782207;
141209;0000;;;7,85779;
141210;0000;;;0,653208;
141211;0000;;;2,37004;
141212;0000;;;1,63529;
141213;0000;;;1,40512;
141214;0000;;;0,442833;
141215;0000;;;0,794291;
141216;0000;;;9,20374;
141217;0000;;;5,49687;
141218;0000;;;1,56108;
141219;0000;;;0,867208;
141220;0000;;;7,20853;
141221;0000;;;0,548541;
141222;0000;;;1,38158;
141223;0000;;;16,8258;
141224;0000;;;11,605;
141225;0000;;;12,0625;
141226;0000;;;15,0908;
141227;0000;;;14,0016;
141228;0000;;;13,6787;
141229;0000;;;24,2523;
