fecha,TEMP
2019-01-01,15.181063829787234
2019-01-02,15.647671994440584
2019-01-03,15.16275191104934
2019-01-04,14.474287699791521
2019-01-05,16.05295343988881
2019-01-06,16.187908269631688
2019-01-07,16.48700486448923
2019-01-08,16.806254343293954
2019-01-09,15.85079916608756
2019-01-10,15.233425990271021
2019-01-11,15.9591382904795
2019-01-12,15.801459346768588
2019-01-13,17.390340514246006
2019-01-14,17.029117442668518
2019-01-15,15.854829742876998
2019-01-16,16.442767732962448
2019-01-17,15.411674774148715
2019-01-18,16.529534398888117
2019-01-19,17.759972202918693
2019-01-20,16.500764419735926
2019-01-21,16.525017373175817
2019-01-22,16.456706045865186
2019-01-23,16.786932599724896
2019-01-24,16.713412921348315
2019-01-25,16.637873523280057
2019-01-26,17.138985406532314
2019-01-27,17.29798471160528
2019-01-28,16.012578179291175
2019-01-29,17.218554551772066
2019-01-30,16.33092425295344
2019-01-31,17.501459346768588
2019-02-01,17.134930555555556
2019-02-02,17.657053509381516
2019-02-03,17.336622654621266
2019-02-04,17.539124391938845
2019-02-05,17.74885337039611
2019-02-06,18.051841556636553
2019-02-07,17.55515818431912
2019-02-08,17.58893409275834
2019-02-11,17.237043245055315
2019-02-12,17.002432244614315
2019-02-13,18.061640027797083
2019-02-14,16.753787352328004
2019-02-15,18.55330090340514
2019-02-16,18.986309937456568
2019-02-17,16.604656011118834
2019-02-18,17.519457956914525
2019-02-19,18.02967338429465
2019-02-20,18.49708130646282
2019-02-21,19.259902710215428
2019-02-22,17.88318276580959
2019-02-23,17.881792911744267
2019-02-24,16.629325920778317
2019-02-25,15.144753300903405
2019-02-26,14.632314107018763
2019-02-27,15.395691452397498
2019-02-28,15.873036831132731
2019-03-01,14.328194444444444
2019-03-02,17.530993745656705
2019-03-03,16.660180681028493
2019-03-04,14.81195274496178
2019-03-05,15.737943015983321
2019-03-06,15.348227936066714
2019-03-07,14.439819318971509
2019-03-08,16.354343293954134
2019-03-09,16.11813759555247
2019-03-10,16.926129256428077
2019-03-11,15.718554551772064
2019-03-12,14.280681028492008
2019-03-13,15.608269631688673
2019-03-14,15.74739402362752
2019-03-15,14.968589298123698
2019-03-16,14.638637943015983
2019-03-17,14.559068797776234
2019-03-18,13.886935371785963
2019-03-19,13.666990965948575
2019-03-20,12.063377345378735
2019-03-21,12.451494093120223
2019-03-22,12.68735232800556
2019-03-23,14.007142857142856
2019-03-25,13.8139549055454
2019-03-26,12.7125
2019-03-27,13.69763724808895
2019-03-28,14.933078526754691
2019-03-29,14.754899235580265
2019-03-30,13.681584433634468
2019-03-31,15.672202918693538
2019-04-01,13.777847222222222
2019-04-02,14.870604586518416
2019-04-03,15.605898876404494
2019-04-04,15.797661623108665
2019-04-05,14.073120567375886
2019-04-06,13.960528144544822
2019-04-07,13.624484181568087
2019-04-08,14.929705056179776
2019-04-09,14.621595598349382
2019-04-10,13.739115168539326
2019-04-11,14.146768589298123
2019-04-12,13.876302988186241
2019-04-13,14.574565670604587
2019-04-14,11.885892981236971
2019-04-15,12.113134120917303
2019-04-16,11.236205698401667
2019-04-17,11.37213342599027
2019-04-18,13.694440583738707
2019-04-19,13.8045170257123
2019-04-20,14.830159833217513
2019-04-21,10.896594857539958
2019-04-22,11.112022237665045
2019-04-23,12.91535788742182
2019-04-24,12.394718554551773
2019-04-25,11.931132731063238
2019-04-26,11.233564975677554
2019-04-27,11.490201528839473
2019-04-28,11.692286309937456
2019-04-29,14.219179986101459
2019-04-30,11.993398193189716
2019-05-01,10.942361111111111
2019-05-02,12.642599027102154
2019-05-03,12.844544822793607
2019-05-04,13.92063933287005
2019-05-05,14.348227936066714
2019-05-06,13.509451007644197
2019-05-07,13.404100069492703
2019-05-08,12.289437109103543
2019-05-09,13.118207088255733
2019-05-10,10.059346768589299
2019-05-11,9.481236970118138
2019-05-12,10.105559416261293
2019-05-13,10.594440583738708
2019-05-14,13.39457956914524
2019-05-15,12.249756775538568
2019-05-16,13.765253648366922
2019-05-17,12.39673384294649
2019-05-18,13.57178596247394
2019-05-19,10.390340514246004
2019-05-20,9.408895066018069
2019-05-21,7.247185545517721
2019-05-22,7.497984711605281
2019-05-23,7.977067407922168
2019-05-24,8.921195274496178
2019-05-25,12.364489228630994
2019-05-26,14.164975677553857
2019-05-27,9.83002084781098
2019-05-28,10.263724808895066
2019-05-29,13.671924947880473
2019-05-30,15.271368421052632
2019-05-31,14.519457956914524
2019-06-01,11.625277777777777
2019-06-02,11.828908964558721
2019-06-03,10.007366226546212
2019-06-04,11.70090340514246
2019-06-05,11.995205003474636
2019-06-06,14.284086170952051
2019-06-07,12.286101459346769
2019-06-08,9.05969423210563
2019-06-09,8.149687282835302
2019-06-10,9.131758165392634
2019-06-11,10.748505906879778
2019-06-12,13.407505211952746
2019-06-13,12.482209867963864
2019-06-14,10.209589993050729
2019-06-15,9.305003474635164
2019-06-16,9.284711605281446
2019-06-17,7.281843191196699
2019-06-18,9.24232105628909
2019-06-19,9.856150104239054
2019-06-20,9.84503127171647
2019-06-21,13.125225851285615
2019-06-22,9.09874913134121
2019-06-23,10.165791341376863
2019-06-24,11.449409312022238
2019-06-25,7.808185053380783
2019-06-26,8.513797035347777
