FECHA (YYMMDD);HORA (HHMM);;
200618;1200;0,415212;
200618;1300;0,196203;
200618;1400;0,0800096;
200618;1500;0,205945;
200618;1600;0,346646;
200618;1700;0,343851;
200618;1800;0,335154;
200618;1900;0,327144;
200618;2000;0,398923;
200618;2100;0,530183;
200618;2200;0,439024;
200618;2300;0,431934;
200619;0000;0,485584;
200619;0100;0,786023;
200619;0200;0,24364;
200619;0300;0,42271;
200619;0400;0,444637;
200619;0500;0,445019;
200619;0600;0,445022;
200619;0700;0,423939;
200619;0800;0,424889;
200619;0900;0,437708;
200619;1000;0,584391;
200619;1100;0,480814;
200619;1200;0,503139;
200619;1300;0,444108;
200619;1400;0,180841;
200619;1500;0,782965;
200619;1600;0,525232;
200619;1700;0,226927;
200619;1800;0,171137;
200619;1900;0,234344;
200619;2000;0,163616;
200619;2100;0,44149;
200619;2200;0,246775;
200619;2300;0,858284;
200620;0000;0,420741;
200620;0100;0,197701;
200620;0200;0,260223;
200620;0300;0,491181;
200620;0400;0,255491;
200620;0500;0,261887;
200620;0600;0,383681;
200620;0700;0,354755;
200620;0800;0,230358;
200620;0900;0,374516;
200620;1000;0,0958858;
200620;1100;0,234816;
200620;1200;0,837964;
200620;1300;0,410979;
200620;1400;0,130544;
200620;1500;0,902628;
200620;1600;0,140605;
200620;1700;0,141261;
200620;1800;0,0660447;
200620;1900;0,443451;
200620;2000;0,445584;
200620;2100;0,314396;
200620;2200;0,230068;
200620;2300;0,445612;
200621;0000;0,439879;
200621;0100;0,442183;
200621;0200;0,23362;
200621;0300;0,371643;
200621;0400;0,39624;
200621;0500;0,366699;
200621;0600;0,422213;
200621;0700;0,356457;
200621;0800;0,286701;
200621;0900;0,363901;
200621;1000;0,392507;
200621;1100;0,220856;
200621;1200;0,920124;
200621;1300;2,57587;
200621;1400;2,19221;
200621;1500;4,08083;
200621;1600;4,67156;
200621;1700;3,97179;
200621;1800;2,65005;
200621;1900;0,142264;
200621;2000;0,910032;
200621;2100;0,466668;
200621;2200;3,0284;
200621;2300;0,253924;
200622;0000;1,0178;
200622;0100;0,756071;
200622;0200;0,433413;
200622;0300;2,33155;
200622;0400;0,414367;
200622;0500;0,367971;
200622;0600;0,381681;
200622;0700;0,328085;
200622;0800;1,75767;
200622;0900;1,01711;
200622;1000;0,298563;
200622;1100;0,325027;
200622;1200;0,592114;
200622;1300;0,580935;
200622;1400;0,914977;
200622;1500;0,990138;
200622;1600;0,945903;
200622;1700;0,458364;
200622;1800;0,903704;
200622;1900;0,617109;
200622;2000;0,621737;
200622;2100;1,28569;
200622;2200;0,215467;
200622;2300;0,931431;
200623;0000;2,79201;
200623;0100;0,439671;
200623;0200;0,439084;
200623;0300;0,206313;
200623;0400;0,334614;
200623;0500;0,465034;
200623;0600;0,396247;
200623;0700;0,443387;
200623;0800;0,436106;
200623;0900;0,415236;
200623;1000;0,200754;
200623;1100;0,268794;
200623;1200;0,345019;
200623;1300;1,51647;
200623;1400;2,19089;
200623;1500;2,27718;
200623;1600;1,73462;
200623;1700;2,23363;
200623;1800;1,74204;
200623;1900;2,5085;
200623;2000;0,87913;
200623;2100;1,27137;
200623;2200;1,68929;
200623;2300;1,37643;
200624;0000;3,27979;
200624;0100;3,6951;
200624;0200;0,510112;
200624;0300;1,24259;
200624;0400;0,758944;
200624;0500;0,767596;
200624;0600;1,15257;
200624;0700;1,71335;
200624;0800;1,98101;
200624;0900;1,64718;
200624;1000;1,6669;
200624;1100;1,52055;
200624;1200;0,200006;
200624;1300;0,330303;
200624;1400;0,436984;
200624;1500;0,441155;
200624;1600;0,429846;
200624;1700;0,429282;
200624;1800;0,354235;
200624;1900;0,292645;
200624;2000;0,4459;
200624;2100;0,441489;
200624;2200;0,437619;
200624;2300;0,440118;
200625;0000;0,42691;
200625;0100;0,439352;
200625;0200;0,459439;
200625;0300;0,383663;
200625;0400;0,50406;
200625;0500;1,01501;
200625;0600;0,458079;
200625;0700;0,461696;
200625;0800;0,440371;
200625;0900;0,426787;
200625;1000;0,433429;
200625;1100;0,0720505;
200625;1200;0,459005;
200625;1300;0,92092;
200625;1400;0,772212;
200625;1500;1,5647;
200625;1600;1,53598;
200625;1700;2,03691;
200625;1800;0,809547;
200625;1900;2,63579;
200625;2000;0,788674;
200625;2100;0,409781;
200625;2200;0,646628;
200625;2300;0,413291;
200626;0000;0,31934;
200626;0100;0,432045;
200626;0200;0,278438;
200626;0300;0,227179;
200626;0400;0,268384;
200626;0500;0,443292;
200626;0600;0,396935;
200626;0700;0,311063;
200626;0800;0,428177;
200626;0900;0,211375;
200626;1000;0,40754;
200626;1100;0,413771;
200626;1200;0,440793;
200626;1300;0,719845;
200626;1400;0,460847;
200626;1500;0,446824;
200626;1600;0,442254;
200626;1700;0,431916;
200626;1800;0,394497;
200626;1900;0,663145;
200626;2000;0,195178;
200626;2100;0,80967;
200626;2200;0,183267;
200626;2300;0,327735;
200627;0000;0,438243;
200627;0100;0,439377;
200627;0200;0,153394;
200627;0300;0,389097;
200627;0400;0,491185;
200627;0500;0,424794;
200627;0600;0,418277;
200627;0700;0,413332;
200627;0800;0,404087;
200627;0900;0,430065;
200627;1000;0,428146;
200627;1100;0,0266132;
200627;1200;0,452499;
200627;1300;0,426792;
200627;1400;0,444066;
200627;1500;0,442013;
200627;1600;0,116885;
200627;1700;0,249303;
200627;1800;0,349039;
200627;1900;0,32865;
200627;2000;0,57805;
200627;2100;0,460568;
200627;2200;0,734685;
200627;2300;0,693263;
200628;0000;0,229647;
200628;0100;0,487457;
200628;0200;0,431176;
200628;0300;0,293062;
200628;0400;0,2793;
200628;0500;0,158815;
200628;0600;0,441522;
200628;0700;2,29336;
200628;0800;1,63218;
200628;0900;0,860487;
200628;1000;0,949091;
200628;1100;0,36355;
200628;1200;0,690323;
200628;1300;0,418387;
200628;1400;0,434023;
200628;1500;0,109617;
200628;1600;0,778127;
200628;1700;1,62238;
200628;1800;1,36258;
200628;1900;1,22345;
200628;2000;1,99304;
200628;2100;3,15955;
200628;2200;1,59107;
200628;2300;0,327384;
200629;0000;2,0872;
200629;0100;2,18423;
200629;0200;2,21722;
200629;0300;3,95372;
200629;0400;4,35609;
200629;0500;4,80817;
200629;0600;1,86006;
200629;0700;3,01159;
200629;0800;3,22594;
200629;0900;4,12553;
200629;1000;3,43671;
200629;1100;2,34789;
200629;1200;1,33154;
200629;1300;3,45544;
200629;1400;2,41442;
200629;1500;1,93387;
200629;1600;2,38165;
200629;1700;1,66987;
200629;1800;1,42926;
200629;1900;2,56533;
200629;2000;2,37271;
200629;2100;2,00904;
200629;2200;1,38983;
200629;2300;1,205;
200630;0000;1,3456;
200630;0100;1,33647;
200630;0200;2,08555;
200630;0300;0,95696;
200630;0400;0,958473;
200630;0500;0,437612;
200630;0600;0,452026;
200630;0700;0,426759;
200630;0800;0,43204;
200630;0900;0,431825;
200630;1000;0,337203;
200630;1100;0,274282;
200630;1200;1,2733;
200630;1300;3,52636;
200630;1400;2,75252;
200630;1500;3,8169;
200630;1600;3,05255;
200630;1700;3,31367;
200630;1800;3,28184;
200630;1900;2,42323;
200630;2000;0,823575;
200630;2100;0,533904;
200630;2200;1,28009;
200630;2300;0,248971;
200701;0000;0,726991;
200701;0100;0,697721;
200701;0200;2,48111;
200701;0300;1,80145;
200701;0400;0,862803;
200701;0500;1,92907;
200701;0600;1,98923;
200701;0700;0,394103;
200701;0800;0,850365;
200701;0900;1,20624;
200701;1000;0,4512;
200701;1100;0,0309513;
200701;1200;0,20605;
200701;1300;0,607401;
200701;1400;2,82208;
200701;1500;3,38167;
200701;1600;3,58363;
200701;1700;3,24888;
200701;1800;4,31833;
200701;1900;4,0648;
200701;2000;3,27532;
200701;2100;2,44915;
200701;2200;2,63053;
200701;2300;2,66635;
200702;0000;2,19107;
200702;0100;2,9583;
200702;0200;2,77324;
200702;0300;2,2593;
200702;0400;1,8486;
200702;0500;0,628993;
200702;0600;0,840994;
200702;0700;1,7187;
200702;0800;0,13637;
200702;0900;0,499135;
200702;1000;2,04361;
200702;1100;2,46431;
200702;1200;3,0413;
200702;1300;4,28814;
200702;1400;4,87972;
200702;1500;4,24113;
200702;1600;4,05636;
200702;1700;4,22435;
200702;1800;1,97218;
200702;1900;0,109328;
200702;2000;2,19463;
200702;2100;1,75759;
200702;2200;1,3207;
200702;2300;1,99643;
200703;0000;0,292291;
200703;0100;0,177365;
200703;0200;0,627639;
200703;0300;1,232;
200703;0400;0,424878;
200703;0500;0,384111;
200703;0600;0,81406;
200703;0700;1,41579;
200703;0800;0,765878;
200703;0900;0,306316;
200703;1000;0,40037;
200703;1100;0,419124;
200703;1200;0,225403;
200703;1300;0,473029;
200703;1400;0,59654;
200703;1500;0,437334;
200703;1600;0,419241;
200703;1700;0,419;
200703;1800;0,407389;
200703;1900;0,371349;
200703;2000;0,427695;
200703;2100;0,165612;
200703;2200;0,443353;
200703;2300;0,444982;
200704;0000;0,16609;
200704;0100;1,37448;
200704;0200;2,15804;
200704;0300;0,0651861;
200704;0400;0,488261;
200704;0500;0,537701;
200704;0600;0,442186;
200704;0700;0,592996;
200704;0800;2,19753;
200704;0900;3,9805;
200704;1000;3,78403;
200704;1100;2,35893;
200704;1200;2,57179;
200704;1300;1,60635;
200704;1400;2,0617;
200704;1500;3,96044;
200704;1600;3,73258;
200704;1700;3,91807;
200704;1800;4,4269;
200704;1900;3,04032;
200704;2000;1,89587;
200704;2100;0,366221;
200704;2200;0,605588;
200704;2300;2,22505;
200705;0000;2,43976;
200705;0100;1,71036;
200705;0200;0,557115;
200705;0300;0,614224;
200705;0400;2,26524;
200705;0500;2,55221;
200705;0600;2,30545;
200705;0700;1,24097;
200705;0800;0,415712;
200705;0900;0,361053;
200705;1000;0,336482;
200705;1100;1,69351;
200705;1200;3,54099;
200705;1300;4,25669;
200705;1400;5,47119;
200705;1500;6,10349;
200705;1600;6,19531;
200705;1700;5,5275;
200705;1800;4,98785;
200705;1900;4,77156;
200705;2000;4,44825;
200705;2100;2,29389;
200705;2200;1,39354;
200705;2300;0,88885;
200706;0000;1,26491;
200706;0100;0,625392;
200706;0200;0,498462;
200706;0300;0,566612;
200706;0400;0,474473;
200706;0500;0,704219;
200706;0600;0,966952;
200706;0700;1,54996;
200706;0800;0,582831;
200706;0900;0,478127;
200706;1000;0,344696;
200706;1100;1,29123;
200706;1200;1,9666;
200706;1300;3,17461;
200706;1400;4,03594;
200706;1500;3,64005;
200706;1600;3,67488;
200706;1700;3,59768;
200706;1800;3,10146;
200706;1900;2,72571;
200706;2000;3,6;
200706;2100;0,462654;
200706;2200;0,329475;
200706;2300;0,199281;
200707;0000;0,386903;
200707;0100;2,12037;
200707;0200;1,90144;
200707;0300;1,56549;
200707;0400;0,364079;
200707;0500;0,542567;
200707;0600;1,37971;
200707;0700;1,7296;
200707;0800;1,71298;
200707;0900;1,04359;
200707;1000;0,726375;
200707;1100;1,06304;
200707;1200;0,838182;
200707;1300;1,25754;
200707;1400;1,25066;
200707;1500;0,442571;
200707;1600;1,18724;
200707;1700;1,0575;
200707;1800;1,05767;
200707;1900;1,76048;
200707;2000;0,752676;
200707;2100;0,623308;
200707;2200;1,05264;
200707;2300;0,099659;
200708;0000;0,745624;
200708;0100;1,72821;
200708;0200;1,95531;
200708;0300;1,84248;
200708;0400;2,42947;
200708;0500;2,57521;
200708;0600;1,97162;
200708;0700;1,24096;
200708;0800;1,51274;
200708;0900;3,41292;
200708;1000;3,7801;
200708;1100;2,48031;
200708;1200;0,344726;
200708;1300;0,375179;
200708;1400;0,633692;
200708;1500;0,445291;
200708;1600;2,01694;
200708;1700;3,76716;
200708;1800;3,93687;
200708;1900;2,26055;
200708;2000;1,32069;
200708;2100;0,400842;
200708;2200;0,410133;
200708;2300;0,247858;
200709;0000;0,644959;
200709;0100;0,529276;
200709;0200;1,21481;
200709;0300;1,66646;
200709;0400;2,07866;
200709;0500;1,48018;
200709;0600;0,770127;
200709;0700;2,77225;
200709;0800;2,01089;
200709;0900;1,52721;
200709;1000;0,847606;
200709;1100;3,03044;
200709;1200;4,64267;
200709;1300;5,11065;
200709;1400;5,03174;
200709;1500;6,38381;
200709;1600;5,93271;
200709;1700;5,34718;
200709;1800;4,60475;
200709;1900;5,49635;
200709;2000;4,07675;
200709;2100;1,97484;
200709;2200;2,10129;
200709;2300;1,02215;
200710;0000;1,4163;
200710;0100;0,720941;
200710;0200;0,784015;
200710;0300;1,62474;
200710;0400;0,640021;
200710;0500;2,16371;
200710;0600;2,80816;
200710;0700;1,02634;
200710;0800;0,7499;
200710;0900;0,540647;
200710;1000;1,19838;
200710;1100;1,27932;
200710;1200;1,8944;
200710;1300;3,95821;
200710;1400;5,48928;
200710;1500;5,34425;
200710;1600;6,00913;
200710;1700;4,91244;
200710;1800;4,26417;
200710;1900;2,93129;
200710;2000;1,9204;
200710;2100;1,55833;
200710;2200;2,25123;
200710;2300;1,0112;
200711;0000;0,576218;
200711;0100;0,444306;
200711;0200;0,447751;
200711;0300;0,462918;
200711;0400;0,334764;
200711;0500;0,269586;
200711;0600;0,443015;
200711;0700;0,375336;
200711;0800;0,423953;
200711;0900;0,341151;
200711;1000;0,49193;
200711;1100;2,07787;
200711;1200;1,87808;
200711;1300;4,78103;
200711;1400;5,10128;
200711;1500;4,89401;
200711;1600;2,11282;
200711;1700;0,0493267;
200711;1800;1,29594;
200711;1900;2,12714;
200711;2000;0,902692;
200711;2100;0,309556;
200711;2200;0,242908;
200711;2300;0,340491;
200712;0000;0,439766;
200712;0100;0,411352;
200712;0200;0,630339;
200712;0300;0,57548;
200712;0400;0,51489;
200712;0500;0,420678;
200712;0600;0,462909;
200712;0700;0,797648;
200712;0800;0,419709;
200712;0900;0,296126;
200712;1000;0,361672;
200712;1100;2,51772;
200712;1200;3,42472;
200712;1300;4,79797;
200712;1400;5,47824;
200712;1500;4,52733;
200712;1600;4,84522;
200712;1700;3,95479;
200712;1800;4,35235;
200712;1900;3,71119;
200712;2000;2,1296;
200712;2100;1,00313;
200712;2200;0,964043;
200712;2300;1,68615;
200713;0000;2,36917;
200713;0100;0,251014;
200713;0200;0,858534;
200713;0300;0,870274;
200713;0400;0,473148;
200713;0500;1,67302;
200713;0600;1,83432;
200713;0700;0,930399;
200713;0800;0,0964744;
200713;0900;0,408026;
200713;1000;0,288516;
200713;1100;0,623871;
200713;1200;1,22361;
200713;1300;2,47719;
200713;1400;2,75997;
200713;1500;3,5497;
200713;1600;4,28868;
200713;1700;3,74597;
200713;1800;1,56391;
200713;1900;1,3119;
200713;2000;0,372335;
200713;2100;0,790432;
200713;2200;1,48172;
200713;2300;1,62601;
200714;0000;2,56606;
200714;0100;1,15973;
200714;0200;0,665353;
200714;0300;1,17132;
200714;0400;0,992909;
200714;0500;1,01144;
200714;0600;0,894749;
200714;0700;0,42467;
200714;0800;0,722478;
200714;0900;0,0837662;
200714;1000;0,142215;
200714;1100;0,705366;
200714;1200;1,46152;
200714;1300;0,874217;
200714;1400;2,63292;
200714;1500;4,34441;
200714;1600;2,64976;
200714;1700;2,66789;
200714;1800;2,87767;
200714;1900;2,18907;
200714;2000;1,63778;
200714;2100;2,1275;
200714;2200;2,0863;
200714;2300;0,925727;
200715;0000;0,417199;
200715;0100;0,184398;
200715;0200;0,0668281;
200715;0300;0,431994;
200715;0400;0,365462;
200715;0500;0,377857;
200715;0600;0,212456;
200715;0700;0,231087;
200715;0800;0,819356;
200715;0900;0,491399;
200715;1000;1,87622;
200715;1100;0,677808;
200715;1200;3,08434;
200715;1300;2,47284;
200715;1400;1,96355;
200715;1500;1,65986;
200715;1600;2,35666;
200715;1700;1,29279;
200715;1800;1,90364;
200715;1900;1,48631;
200715;2000;0,617645;
200715;2100;0,653447;
200715;2200;0,527722;
200715;2300;0,436133;
200716;0000;0,58069;
200716;0100;0,651631;
200716;0200;0,457705;
200716;0300;0,871081;
200716;0400;0,681789;
200716;0500;0,333616;
200716;0600;0,703193;
200716;0700;0,296415;
200716;0800;0,363702;
200716;0900;0,276386;
200716;1000;0,697928;
200716;1100;0,274608;
200716;1200;0,570398;
200716;1300;0,719654;
200716;1400;0,417205;
200716;1500;0,417763;
200716;1600;0,756796;
200716;1700;0,640805;
200716;1800;0,30494;
200716;1900;0,475201;
200716;2000;0,386684;
200716;2100;0,75328;
200716;2200;1,40254;
200716;2300;0,530449;
200717;0000;1,54498;
200717;0100;1,36766;
200717;0200;0,810821;
200717;0300;1,9406;
200717;0400;2,34343;
200717;0500;1,98938;
200717;0600;1,1023;
200717;0700;1,03139;
200717;0800;1,14939;
200717;0900;2,66146;
200717;1000;2,08429;
200717;1100;2,05404;
200717;1200;2,11557;
200717;1300;3,05834;
200717;1400;2,8929;
200717;1500;2,28862;
200717;1600;2,15116;
200717;1700;1,70452;
200717;1800;2,59416;
200717;1900;2,6231;
200717;2000;2,67917;
200717;2100;2,21551;
200717;2200;1,81317;
200717;2300;0,688906;
200718;0000;0,191525;
200718;0100;0,274809;
200718;0200;0,226825;
200718;0300;0,897231;
200718;0400;1,88991;
200718;0500;0,592184;
200718;0600;0,688257;
200718;0700;0,660297;
200718;0800;1,99803;
200718;0900;0,502088;
200718;1000;0,844212;
200718;1100;1,34306;
200718;1200;1,65678;
200718;1300;2,39439;
200718;1400;2,36133;
200718;1500;1,24319;
200718;1600;0,868632;
200718;1700;0,59467;
200718;1800;0,847907;
200718;1900;0,606108;
200718;2000;0,505739;
200718;2100;0,273566;
200718;2200;0,347737;
200718;2300;0,369946;
200719;0000;0,424497;
200719;0100;0,295539;
200719;0200;0,920055;
200719;0300;2,21208;
200719;0400;1,52799;
200719;0500;0,409015;
200719;0600;0,186295;
200719;0700;0,364019;
200719;0800;0,204613;
200719;0900;0,307314;
200719;1000;0,425032;
200719;1100;0,101623;
200719;1200;0,384049;
200719;1300;0,771457;
200719;1400;1,46353;
200719;1500;2,38763;
200719;1600;0,870018;
200719;1700;0,862403;
200719;1800;1,59612;
200719;1900;0,937159;
200719;2000;0,175479;
200719;2100;0,693895;
200719;2200;0,729612;
200719;2300;0,349417;
200720;0000;0,423195;
200720;0100;0,97793;
200720;0200;0,823244;
200720;0300;1,94209;
200720;0400;1,14189;
200720;0500;0,445152;
200720;0600;0,808491;
200720;0700;2,28755;
200720;0800;0,803946;
200720;0900;0,631616;
200720;1000;1,48896;
200720;1100;0,913208;
200720;1200;1,98223;
200720;1300;1,95758;
200720;1400;2,05961;
200720;1500;1,09018;
200720;1600;0,0715904;
200720;1700;0,66081;
200720;1800;1,0277;
200720;1900;1,17763;
200720;2000;1,1716;
200720;2100;1,60301;
200720;2200;1,68994;
200720;2300;1,00765;
200721;0000;1,5282;
200721;0100;2,15658;
200721;0200;1,07884;
200721;0300;1,79385;
200721;0400;0,876131;
200721;0500;1,6611;
200721;0600;2,94533;
200721;0700;3,00326;
200721;0800;2,40137;
200721;0900;2,04082;
200721;1000;2,69094;
200721;1100;2,75892;
200721;1200;1,70158;
200721;1300;1,17915;
200721;1400;2,15928;
200721;1500;0,605246;
200721;1600;1,03362;
200721;1700;1,09412;
200721;1800;0,601427;
200721;1900;0,483448;
200721;2000;0,445242;
200721;2100;0,453253;
200721;2200;0,440864;
200721;2300;0,438154;
200722;0000;0,429899;
200722;0100;0,437127;
200722;0200;0,220545;
200722;0300;0,36284;
200722;0400;0,436282;
200722;0500;0,44289;
200722;0600;0,443585;
200722;0700;0,432043;
200722;0800;0,396526;
200722;0900;0,166718;
200722;1000;0,425008;
200722;1100;0,464336;
200722;1200;0,652012;
200722;1300;1,01839;
200722;1400;1,10592;
200722;1500;0,821784;
200722;1600;1,28052;
200722;1700;1,2213;
200722;1800;0,739168;
200722;1900;0,442771;
200722;2000;0,268881;
200722;2100;0,170941;
200722;2200;0,442928;
200722;2300;0,445225;
200723;0000;0,441984;
200723;0100;0,43776;
200723;0200;0,446559;
200723;0300;0,445773;
200723;0400;0,445196;
200723;0500;0,446151;
200723;0600;0,445677;
200723;0700;0,446479;
200723;0800;0,445133;
200723;0900;0,439105;
200723;1000;0,312856;
200723;1100;0,170962;
200723;1200;0,439647;
200723;1300;0,552337;
200723;1400;0,644903;
200723;1500;0,796263;
200723;1600;0,812022;
200723;1700;1,01102;
200723;1800;0,383461;
200723;1900;0,434671;
200723;2000;0,39939;
200723;2100;0,437596;
200723;2200;0,370118;
200723;2300;0,407564;
200724;0000;0,360947;
200724;0100;0,425834;
200724;0200;0,442842;
200724;0300;0,329135;
200724;0400;0,386958;
200724;0500;0,362614;
200724;0600;0,417442;
200724;0700;0,320227;
200724;0800;0,342365;
200724;0900;0,35305;
200724;1000;0,0924845;
200724;1100;0,434862;
200724;1200;0,435258;
200724;1300;1,36306;
200724;1400;4,56467;
200724;1500;4,77663;
200724;1600;3,81809;
200724;1700;3,68254;
200724;1800;1,88764;
200724;1900;0,699483;
200724;2000;0,347995;
200724;2100;1,08074;
200724;2200;1,13581;
200724;2300;1,0151;
200725;0000;1,47407;
200725;0100;0,586684;
200725;0200;0,473008;
200725;0300;0,353855;
200725;0400;0,221855;
200725;0500;0,931221;
200725;0600;1,17563;
200725;0700;0,360139;
200725;0800;0,412282;
200725;0900;0,332424;
200725;1000;1,7911;
200725;1100;0,0935035;
200725;1200;2,30982;
200725;1300;2,99648;
200725;1400;2,83699;
200725;1500;3,95306;
200725;1600;5,52571;
200725;1700;5,4342;
200725;1800;4,76583;
200725;1900;4,87155;
200725;2000;5,01699;
200725;2100;5,35303;
200725;2200;2,92348;
200725;2300;0,560071;
200726;0000;1,99821;
200726;0100;2,39191;
200726;0200;0,731856;
200726;0300;1,51059;
200726;0400;1,11083;
200726;0500;0,332365;
200726;0600;0,271841;
200726;0700;1,39142;
200726;0800;2,16358;
200726;0900;1,81736;
200726;1000;1,74601;
200726;1100;2,49124;
200726;1200;1,88788;
200726;1300;2,6089;
200726;1400;4,09353;
200726;1500;4,82967;
200726;1600;4,30346;
200726;1700;3,37698;
200726;1800;4,41063;
200726;1900;5,88084;
200726;2000;5,58816;
200726;2100;3,4473;
200726;2200;2,26151;
200726;2300;2,66865;
200727;0000;3,67838;
200727;0100;2,91053;
200727;0200;4,50453;
200727;0300;4,31913;
200727;0400;4,53021;
200727;0500;4,3006;
200727;0600;3,6929;
200727;0700;3,0054;
200727;0800;3,45719;
200727;0900;2,52767;
200727;1000;2,32063;
200727;1100;4,45166;
200727;1200;4,65539;
200727;1300;5,98615;
200727;1400;6,38467;
200727;1500;6,80673;
200727;1600;6,96707;
200727;1700;6,84593;
200727;1800;5,81372;
200727;1900;5,5432;
200727;2000;4,97845;
200727;2100;4,04981;
200727;2200;2,63551;
200727;2300;1,69601;
200728;0000;2,01836;
200728;0100;1,17949;
200728;0200;1,36749;
200728;0300;1,81895;
200728;0400;2,45442;
200728;0500;2,12368;
200728;0600;0,922648;
200728;0700;1,24982;
200728;0800;0,584652;
200728;0900;0,379232;
200728;1000;0,606895;
200728;1100;2,54869;
200728;1200;3,28008;
200728;1300;2,68602;
200728;1400;3,7347;
200728;1500;5,26718;
200728;1600;4,5556;
200728;1700;3,59228;
200728;1800;2,15427;
200728;1900;1,82027;
200728;2000;1,09723;
200728;2100;1,56742;
200728;2200;0,645001;
200728;2300;1,79664;
200729;0000;0,59417;
200729;0100;0,534084;
200729;0200;0,784956;
200729;0300;0,488748;
200729;0400;2,45709;
200729;0500;1,24377;
200729;0600;0,419971;
200729;0700;0,453901;
200729;0800;0,204472;
200729;0900;0,593566;
200729;1000;0,163277;
200729;1100;0,430198;
200729;1200;1,62927;
200729;1300;2,79804;
200729;1400;3,11049;
200729;1500;2,58499;
200729;1600;2,54317;
200729;1700;2,4234;
200729;1800;0,601639;
200729;1900;1,22919;
200729;2000;0,905596;
200729;2100;1,90625;
200729;2200;2,78107;
200729;2300;2,14805;
200730;0000;0,700217;
200730;0100;2,04334;
200730;0200;0,978316;
200730;0300;2,06975;
200730;0400;2,57931;
200730;0500;1,49563;
200730;0600;0,764778;
200730;0700;0,787655;
200730;0800;2,1395;
200730;0900;1,74364;
200730;1000;0,338185;
200730;1100;0,833585;
200730;1200;2,23806;
200730;1300;2,84224;
200730;1400;2,90967;
200730;1500;2,28694;
200730;1600;3,76739;
200730;1700;4,07024;
200730;1800;4,78584;
200730;1900;1,25703;
200730;2000;2,49607;
200730;2100;1,63173;
200730;2200;0,472901;
200730;2300;1,51429;
200731;0000;2,17394;
200731;0100;2,47305;
200731;0200;1,27228;
200731;0300;0,0892478;
200731;0400;1,21997;
200731;0500;1,77757;
200731;0600;2,05428;
200731;0700;2,60839;
200731;0800;0,544663;
200731;0900;0,187062;
200731;1000;0,216913;
200731;1100;0,731403;
200731;1200;1,32725;
200731;1300;1,30114;
200731;1400;2,8346;
200731;1500;3,14193;
200731;1600;2,46673;
200731;1700;1,90608;
200731;1800;2,00241;
200731;1900;0,660893;
200731;2000;1,56349;
200731;2100;0,969949;
200731;2200;1,42212;
200731;2300;1,90781;
200801;0000;2,56023;
200801;0100;0,956717;
200801;0200;1,05888;
200801;0300;2,36409;
200801;0400;0,205428;
200801;0500;0,477792;
200801;0600;1,45044;
200801;0700;0,856455;
200801;0800;0,598841;
200801;0900;2,4774;
200801;1000;1,81929;
200801;1100;1,11493;
200801;1200;2,0269;
200801;1300;1,14676;
200801;1400;0,921467;
200801;1500;1,68694;
200801;1600;0,174723;
200801;1700;0,767213;
200801;1800;0,277732;
200801;1900;0,155393;
200801;2000;0,665277;
200801;2100;0,777068;
200801;2200;0,851933;
200801;2300;1,10113;
200802;0000;0,404198;
200802;0100;0,0997491;
200802;0200;0,252627;
200802;0300;0,203001;
200802;0400;0,436135;
200802;0500;0,780707;
200802;0600;0,740817;
200802;0700;0,38416;
200802;0800;0,161532;
200802;0900;0,312058;
200802;1000;0,967105;
200802;1100;1,68527;
200802;1200;2,42614;
200802;1300;2,9993;
200802;1400;3,04121;
200802;1500;2,58205;
200802;1600;4,19258;
200802;1700;3,34819;
200802;1800;1,89169;
200802;1900;1,65243;
200802;2000;0,153022;
200802;2100;2,32957;
200802;2200;1,08963;
200802;2300;1,08774;
200803;0000;0,166087;
200803;0100;0,398054;
200803;0200;0,429831;
200803;0300;0,233587;
200803;0400;0,67225;
200803;0500;0,912944;
200803;0600;0,441716;
200803;0700;0,437774;
200803;0800;0,39777;
200803;0900;0,40414;
200803;1000;0,417142;
200803;1100;0,434609;
200803;1200;2,91196;
200803;1300;3,10163;
200803;1400;3,46622;
200803;1500;1,83735;
200803;1600;0,616856;
200803;1700;0,498014;
200803;1800;0,205444;
200803;1900;0,123625;
200803;2000;0,242344;
200803;2100;1,70361;
200803;2200;0,881213;
200803;2300;0,287945;
200804;0000;0,297517;
200804;0100;0,528889;
200804;0200;0,233119;
200804;0300;0,401038;
200804;0400;0,371553;
200804;0500;0,365583;
200804;0600;0,34972;
200804;0700;0,369196;
200804;0800;0,301375;
200804;0900;0,393604;
200804;1000;0,306298;
200804;1100;0,557113;
200804;1200;0,196365;
200804;1300;1,44613;
200804;1400;0,581032;
200804;1500;0,362516;
200804;1600;1,05179;
200804;1700;0,75361;
200804;1800;0,537486;
200804;1900;0,14398;
200804;2000;0,32697;
200804;2100;1,7364;
200804;2200;1,22663;
200804;2300;1,33959;
200805;0000;0,460664;
200805;0100;0,339304;
200805;0200;0,00632539;
200805;0300;0,335223;
200805;0400;0,590622;
200805;0500;0,246554;
200805;0600;0,358226;
200805;0700;0,434166;
200805;0800;0,872313;
200805;0900;3,44381;
200805;1000;4,1166;
200805;1100;3,70941;
200805;1200;4,40115;
200805;1300;5,44233;
200805;1400;6,52005;
200805;1500;7,73539;
200805;1600;6,89658;
200805;1700;6,88401;
200805;1800;5,99614;
200805;1900;5,5253;
200805;2000;5,45869;
200805;2100;5,70666;
200805;2200;6,06442;
