FECHA (YYMMDD);HORA (HHMM);;
161023;1200;2,80033;
161023;1300;3,21911;
161023;1400;1,73664;
161023;1500;1,89695;
161023;1600;0,702131;
161023;1700;2,26664;
161023;1800;2,1687;
161023;1900;1,66639;
161023;2000;0,487816;
161023;2100;0,126106;
161023;2200;0,543728;
161023;2300;1,00795;
161024;0000;1,90841;
161024;0100;1,97584;
161024;0200;2,22767;
161024;0300;1,4316;
161024;0400;0,971426;
161024;0500;1,22623;
161024;0600;0,789282;
161024;0700;0,862934;
161024;0800;1,36035;
161024;0900;1,98034;
161024;1000;2,24047;
161024;1100;3,77737;
161024;1200;4,7351;
161024;1300;5,36253;
161024;1400;5,727;
161024;1500;6,71024;
161024;1600;7,79144;
161024;1700;8,58388;
161024;1800;6,27689;
161024;1900;4,34083;
161024;2000;4,0873;
161024;2100;3,56586;
161024;2200;2,66979;
161024;2300;4,37994;
161025;0000;2,35471;
161025;0100;1,54899;
161025;0200;1,3297;
161025;0300;1,70652;
161025;0400;1,57028;
161025;0500;1,59708;
161025;0600;2,98296;
161025;0700;1,94453;
161025;0800;0,625737;
161025;0900;2,10899;
161025;1000;5,00759;
161025;1100;5,85731;
161025;1200;7,99562;
161025;1300;8,90967;
161025;1400;9,80663;
161025;1500;10,3267;
161025;1600;9,45653;
161025;1700;9,43314;
161025;1800;7,43477;
161025;1900;5,50249;
161025;2000;3,60957;
161025;2100;1,73918;
161025;2200;0,248461;
161025;2300;0,700432;
161026;0000;2,1576;
161026;0100;1,30505;
161026;0200;0,183392;
161026;0300;0,458929;
161026;0400;0,416436;
161026;0500;0,0195922;
161026;0600;1,12872;
161026;0700;1,33774;
161026;0800;2,97258;
161026;0900;3,41717;
161026;1000;3,83353;
161026;1100;5,21178;
161026;1200;6,78611;
161026;1300;7,36104;
161026;1400;8,58365;
161026;1500;8,78506;
161026;1600;8,2654;
161026;1700;6,90278;
161026;1800;5,59814;
161026;1900;4,12025;
161026;2000;1,99279;
161026;2100;0,294293;
161026;2200;2,1083;
161026;2300;1,20642;
161027;0000;2,72558;
161027;0100;3,29818;
161027;0200;3,22541;
161027;0300;3,79073;
161027;0400;3,25764;
161027;0500;3,59557;
161027;0600;4,0853;
161027;0700;4,15412;
161027;0800;2,82699;
161027;0900;2,67537;
161027;1000;2,80018;
161027;1100;2,24441;
161027;1200;0,886193;
161027;1300;1,74824;
161027;1400;1,35928;
161027;1500;1,61922;
161027;1600;1,40196;
161027;1700;0,407336;
161027;1800;1,96877;
161027;1900;0,317563;
161027;2000;0,689007;
161027;2100;0,926201;
161027;2200;0,591543;
161027;2300;0,48573;
161028;0000;0,795112;
161028;0100;1,005;
161028;0200;0,906584;
161028;0300;0,94978;
161028;0400;1,33581;
161028;0500;1,21296;
161028;0600;1,34611;
161028;0700;1,74376;
161028;0800;1,4333;
161028;0900;1,02187;
161028;1000;0,912686;
161028;1100;0,683019;
161028;1200;2,25169;
161028;1300;2,29849;
161028;1400;1,63188;
161028;1500;1,11728;
161028;1600;1,49223;
161028;1700;1,70296;
161028;1800;1,96723;
161028;1900;1,61947;
161028;2000;1,72234;
161028;2100;1,91731;
161028;2200;1,98713;
161028;2300;1,5363;
161029;0000;0,707993;
161029;0100;0,890421;
161029;0200;0,605311;
161029;0300;0,823261;
161029;0400;1,69366;
161029;0500;1,3009;
161029;0600;0,939027;
161029;0700;0,453818;
161029;0800;0,175955;
161029;0900;1,46169;
161029;1000;1,78062;
161029;1100;2,23946;
161029;1200;2,84593;
161029;1300;2,72849;
161029;1400;2,8268;
161029;1500;3,3335;
161029;1600;3,4192;
161029;1700;3,28471;
161029;1800;3,62364;
161029;1900;3,8157;
161029;2000;3,45707;
161029;2100;4,18476;
161029;2200;3,22751;
161029;2300;1,61885;
161030;0000;0,156802;
161030;0100;1,24914;
161030;0200;3,41739;
161030;0300;3,54189;
161030;0400;2,59233;
161030;0500;0,878808;
161030;0600;2,12391;
161030;0700;1,18259;
161030;0800;0,653268;
161030;0900;1,07679;
161030;1000;1,37276;
161030;1100;1,53154;
161030;1200;1,61612;
161030;1300;2,59091;
161030;1400;3,18647;
161030;1500;2,95416;
161030;1600;2,04651;
161030;1700;2,96799;
161030;1800;3,80357;
161030;1900;2,71049;
161030;2000;1,72023;
161030;2100;1,50936;
161030;2200;3,27903;
161030;2300;2,67674;
161031;0000;2,97619;
161031;0100;1,62803;
161031;0200;0,568152;
161031;0300;0,729082;
161031;0400;1,39614;
161031;0500;1,96279;
161031;0600;1,4019;
161031;0700;1,07768;
161031;0800;1,1691;
161031;0900;1,76964;
161031;1000;4,75441;
161031;1100;4,41589;
161031;1200;4,07352;
161031;1300;4,1237;
161031;1400;4,73906;
161031;1500;5,97452;
161031;1600;5,08483;
161031;1700;5,80827;
161031;1800;4,20815;
161031;1900;3,59419;
161031;2000;4,11514;
161031;2100;1,13895;
161031;2200;1,33589;
161031;2300;1,89113;
161101;0000;0,980577;
161101;0100;6,42432;
161101;0200;5,64619;
161101;0300;3,95541;
161101;0400;3,2179;
161101;0500;3,21995;
161101;0600;3,91491;
161101;0700;4,17572;
161101;0800;4,37317;
161101;0900;6,14482;
161101;1000;6,91217;
161101;1100;8,15169;
161101;1200;8,62563;
161101;1300;9,95514;
161101;1400;10,3606;
161101;1500;10,2613;
161101;1600;8,72797;
161101;1700;8,33844;
161101;1800;8,96931;
161101;1900;7,04997;
161101;2000;5,59742;
161101;2100;5,57646;
161101;2200;4,51791;
161101;2300;1,68714;
161102;0000;1,1277;
161102;0100;2,08326;
161102;0200;1,1985;
161102;0300;2,56643;
161102;0400;1,67386;
161102;0500;2,72781;
161102;0600;1,57835;
161102;0700;3,79474;
161102;0800;4,26762;
161102;0900;4,572;
161102;1000;5,28988;
161102;1100;7,51814;
161102;1200;7,95775;
161102;1300;7,96037;
161102;1400;8,98328;
161102;1500;9,34949;
161102;1600;9,56671;
161102;1700;9,05553;
161102;1800;8,29553;
161102;1900;6,07625;
161102;2000;3,07045;
161102;2100;1,41348;
161102;2200;1,47353;
161102;2300;0,302882;
161103;0000;0,49061;
161103;0100;1,50479;
161103;0200;2,78815;
161103;0300;2,13109;
161103;0400;1,93062;
161103;0500;2,11537;
161103;0600;2,37618;
161103;0700;2,01652;
161103;0800;0,511008;
161103;0900;3,86256;
161103;1000;5,49595;
161103;1100;7,20089;
161103;1200;8,97629;
161103;1300;9,55859;
161103;1400;9,54709;
161103;1500;9,75269;
161103;1600;9,63181;
161103;1700;9,94997;
161103;1800;9,47417;
161103;1900;8,5322;
161103;2000;7,21682;
161103;2100;7,05408;
161103;2200;6,71501;
161103;2300;6,03342;
161104;0000;4,52161;
161104;0100;4,43628;
161104;0200;3,8884;
161104;0300;3,24714;
161104;0400;3,79078;
161104;0500;3,40892;
161104;0600;3,50735;
161104;0700;1,58094;
161104;0800;0,493312;
161104;0900;2,58074;
161104;1000;2,37532;
161104;1100;3,405;
161104;1200;2,22169;
161104;1300;2,16455;
161104;1400;1,77878;
161104;1500;1,76805;
161104;1600;1,69187;
161104;1700;1,68949;
161104;1800;2,15291;
161104;1900;1,80287;
161104;2000;1,64826;
161104;2100;1,79576;
161104;2200;1,48624;
161104;2300;0,64248;
161105;0000;0,40645;
161105;0100;0,51458;
161105;0200;1,24665;
161105;0300;1,52875;
161105;0400;1,80988;
161105;0500;1,19986;
161105;0600;0,317855;
161105;0700;0,13976;
161105;0800;1,56219;
161105;0900;1,99929;
161105;1000;1,88943;
161105;1100;0,295335;
161105;1200;2,98159;
161105;1300;3,01612;
161105;1400;2,63033;
161105;1500;3,22054;
161105;1600;2,75739;
161105;1700;1,23669;
161105;1800;1,30193;
161105;1900;2,75978;
161105;2000;2,40386;
161105;2100;1,20439;
161105;2200;0,635697;
161105;2300;0,851322;
161106;0000;0,974733;
161106;0100;2,82419;
161106;0200;3,17085;
161106;0300;2,07578;
161106;0400;2,40975;
161106;0500;2,62628;
161106;0600;0,874506;
161106;0700;0,543582;
161106;0800;1,28423;
161106;0900;1,3824;
161106;1000;2,12401;
161106;1100;2,11448;
161106;1200;3,28691;
161106;1300;3,89414;
161106;1400;3,6664;
161106;1500;3,08077;
161106;1600;4,66378;
161106;1700;4,5361;
161106;1800;2,72133;
161106;1900;0,936311;
161106;2000;1,46826;
161106;2100;1,67163;
161106;2200;2,32211;
161106;2300;2,94256;
161107;0000;1,50908;
161107;0100;1,65929;
161107;0200;0,931812;
161107;0300;2,46795;
161107;0400;0,538301;
161107;0500;1,26805;
161107;0600;0,123594;
161107;0700;0,816357;
161107;0800;0,992539;
161107;0900;0,876937;
161107;1000;2,27864;
161107;1100;3,18469;
161107;1200;2,82756;
161107;1300;1,64164;
161107;1400;2,38495;
161107;1500;2,21629;
161107;1600;2,2164;
161107;1700;1,5529;
161107;1800;1,54757;
161107;1900;2,07112;
161107;2000;1,26299;
161107;2100;1,53033;
161107;2200;1,45109;
161107;2300;1,20059;
161108;0000;1,32082;
161108;0100;0,998995;
161108;0200;1,50175;
161108;0300;1,22286;
161108;0400;1,19246;
161108;0500;1,72812;
161108;0600;0,567823;
161108;0700;0,929932;
161108;0800;2,10454;
161108;0900;2,1084;
161108;1000;2,25667;
161108;1100;2,0463;
161108;1200;2,80758;
161108;1300;2,53536;
161108;1400;2,37186;
161108;1500;2,63037;
161108;1600;2,79495;
161108;1700;3,34414;
161108;1800;2,67743;
161108;1900;2,06645;
161108;2000;1,97609;
161108;2100;1,31142;
161108;2200;1,96024;
161108;2300;2,38257;
161109;0000;1,54581;
161109;0100;0,514443;
161109;0200;1,32976;
161109;0300;2,30871;
161109;0400;0,724295;
161109;0500;0,837752;
161109;0600;1,24642;
161109;0700;0,81812;
161109;0800;1,87677;
161109;0900;1,86214;
161109;1000;2,19744;
161109;1100;3,13036;
161109;1200;4,23687;
161109;1300;3,03154;
161109;1400;3,19968;
161109;1500;3,17462;
161109;1600;4,00428;
161109;1700;3,82422;
161109;1800;1,39521;
161109;1900;1,4187;
161109;2000;1,72757;
161109;2100;0,365698;
161109;2200;2,2157;
161109;2300;1,82422;
161110;0000;0,982607;
161110;0100;1,34972;
161110;0200;0,373451;
161110;0300;0,461591;
161110;0400;0,438529;
161110;0500;0,257695;
161110;0600;0,354978;
161110;0700;0,77834;
161110;0800;1,26517;
161110;0900;2,02043;
161110;1000;4,40197;
161110;1100;5,22927;
161110;1200;4,97972;
161110;1300;5,74327;
161110;1400;5,76118;
161110;1500;5,67631;
161110;1600;4,90645;
161110;1700;3,63273;
161110;1800;2,5288;
161110;1900;0,31483;
161110;2000;1,79311;
161110;2100;1,44312;
161110;2200;0,658516;
161110;2300;1,32691;
161111;0000;2,58317;
161111;0100;2,26638;
161111;0200;0,593858;
161111;0300;0,0755256;
161111;0400;0,289021;
161111;0500;0,168383;
161111;0600;0,243519;
161111;0700;0,713485;
161111;0800;1,95667;
161111;0900;2,69173;
161111;1000;3,37643;
161111;1100;3,31684;
161111;1200;2,85934;
161111;1300;2,83606;
161111;1400;2,52639;
161111;1500;2,79998;
161111;1600;2,41045;
161111;1700;2,32117;
161111;1800;2,19345;
161111;1900;2,38263;
161111;2000;2,19543;
161111;2100;2,6395;
161111;2200;2,30934;
161111;2300;1,68528;
161112;0000;1,62487;
161112;0100;1,60301;
161112;0200;1,8397;
161112;0300;0,400255;
161112;0400;0,177077;
161112;0500;0,203111;
161112;0600;1,16846;
161112;0700;0,533917;
161112;0800;0,396161;
161112;0900;0,781748;
161112;1000;2,43819;
161112;1100;2,92809;
161112;1200;3,3543;
161112;1300;3,18082;
161112;1400;2,66957;
161112;1500;2,22137;
161112;1600;1,98981;
161112;1700;1,92486;
161112;1800;2,3686;
161112;1900;2,53453;
161112;2000;1,91273;
161112;2100;1,2681;
161112;2200;0,938568;
161112;2300;0,575896;
161113;0000;0,452666;
161113;0100;0,231628;
161113;0200;1,42354;
161113;0300;1,65696;
161113;0400;1,80723;
161113;0500;2,38775;
161113;0600;3,33585;
161113;0700;2,93876;
161113;0800;1,88982;
161113;0900;1,75051;
161113;1000;2,2873;
161113;1100;3,04471;
161113;1200;3,61016;
161113;1300;4,87974;
161113;1400;4,06805;
161113;1500;3,63753;
161113;1600;3,24156;
161113;1700;3,35154;
161113;1800;3,10576;
161113;1900;2,67975;
161113;2000;1,78089;
161113;2100;0,87564;
161113;2200;1,76274;
161113;2300;2,34383;
161114;0000;1,90597;
161114;0100;1,04692;
161114;0200;1,21608;
161114;0300;0,378651;
161114;0400;0,427372;
161114;0500;0,886243;
161114;0600;0,385424;
161114;0700;0,663771;
161114;0800;1,52818;
161114;0900;2,4808;
161114;1000;2,51526;
161114;1100;2,68306;
161114;1200;3,02786;
161114;1300;4,15142;
161114;1400;5,26037;
161114;1500;6,40086;
161114;1600;7,26674;
161114;1700;7,51624;
161114;1800;6,72555;
161114;1900;5,06522;
161114;2000;4,63198;
161114;2100;2,51908;
161114;2200;1,4335;
161114;2300;0,871148;
161115;0000;0,825072;
161115;0100;1,6245;
161115;0200;0,490039;
161115;0300;1,03599;
161115;0400;1,74994;
161115;0500;0,901911;
161115;0600;0,265344;
161115;0700;1,94721;
161115;0800;1,89102;
161115;0900;2,21122;
161115;1000;3,44736;
161115;1100;4,60034;
161115;1200;5,30275;
161115;1300;6,25266;
161115;1400;7,25682;
161115;1500;7,56736;
161115;1600;7,5512;
161115;1700;6,49204;
161115;1800;4,24787;
161115;1900;4,81853;
161115;2000;4,04747;
161115;2100;2,17249;
161115;2200;3,46012;
161115;2300;3,17817;
161116;0000;2,73971;
161116;0100;2,06809;
161116;0200;0,920145;
161116;0300;0,291196;
161116;0400;0,919215;
161116;0500;1,79138;
161116;0600;0,33108;
161116;0700;1,65719;
161116;0800;1,07733;
161116;0900;2,16885;
161116;1000;2,42504;
161116;1100;3,94229;
161116;1200;5,12668;
161116;1300;5,76504;
161116;1400;6,0208;
161116;1500;5,75624;
161116;1600;6,63164;
161116;1700;4,46115;
161116;1800;3,04943;
161116;1900;2,35209;
161116;2000;0,732801;
161116;2100;1,14058;
161116;2200;1,52072;
161116;2300;2,26315;
161117;0000;0,843444;
161117;0100;0,753987;
161117;0200;0,226892;
161117;0300;1,2981;
161117;0400;0,743124;
161117;0500;0,793032;
161117;0600;0,963143;
161117;0700;0,264497;
161117;0800;1,22458;
161117;0900;2,03209;
161117;1000;1,90831;
161117;1100;2,7121;
161117;1200;2,39453;
161117;1300;2,91836;
161117;1400;2,348;
161117;1500;2,58481;
161117;1600;1,99859;
161117;1700;1,28249;
161117;1800;1,62728;
161117;1900;3,04206;
161117;2000;4,29748;
161117;2100;4,99687;
161117;2200;4,89985;
161117;2300;4,75753;
161118;0000;4,98899;
161118;0100;3,4813;
161118;0200;3,1115;
161118;0300;3,9784;
161118;0400;3,80131;
161118;0500;3,83785;
161118;0600;3,92581;
161118;0700;3,21789;
161118;0800;2,86621;
161118;0900;3,20634;
161118;1000;2,41665;
161118;1100;1,48601;
161118;1200;2,3393;
161118;1300;2,38469;
161118;1400;2,64007;
161118;1500;2,15099;
161118;1600;3,37006;
161118;1700;2,90654;
161118;1800;2,04838;
161118;1900;1,04879;
161118;2000;1,19359;
161118;2100;1,30291;
161118;2200;1,17969;
161118;2300;2,10516;
161119;0000;1,90623;
161119;0100;1,1806;
161119;0200;0,782143;
161119;0300;0,576878;
161119;0400;1,53272;
161119;0500;1,90991;
161119;0600;2,14755;
161119;0700;2,01759;
161119;0800;2,07249;
161119;0900;0,779248;
161119;1000;2,89422;
161119;1100;3,10949;
161119;1200;2,68505;
161119;1300;2,88839;
161119;1400;3,20933;
161119;1500;2,81593;
161119;1600;2,9945;
161119;1700;2,43361;
161119;1800;1,90719;
161119;1900;2,89778;
161119;2000;3,64304;
161119;2100;2,27768;
161119;2200;1,86996;
161119;2300;2,25159;
161120;0000;1,69593;
161120;0100;1,21685;
161120;0200;1,03565;
161120;0300;0,48;
161120;0400;0,755154;
161120;0500;0,704532;
161120;0600;0,379775;
161120;0700;1,36944;
161120;0800;3,62308;
161120;0900;4,25741;
161120;1000;4,63368;
161120;1100;3,83732;
161120;1200;4,21217;
161120;1300;5,64741;
161120;1400;5,13176;
161120;1500;5,0567;
161120;1600;4,39953;
161120;1700;3,85362;
161120;1800;2,27841;
161120;1900;1,66134;
161120;2000;2,01577;
161120;2100;2,27722;
161120;2200;1,39351;
161120;2300;0,509183;
161121;0000;1,13813;
161121;0100;1,79824;
161121;0200;2,12619;
161121;0300;1,85095;
161121;0400;1,66695;
161121;0500;1,8213;
161121;0600;1,95889;
161121;0700;2,28544;
161121;0800;2,05727;
161121;0900;1,48427;
161121;1000;0,245572;
161121;1100;2,09946;
161121;1200;2,83201;
161121;1300;3,48136;
161121;1400;3,14181;
161121;1500;3,04426;
161121;1600;2,70038;
161121;1700;2,13997;
161121;1800;1,81029;
161121;1900;0,724151;
161121;2000;0,293341;
161121;2100;0,319316;
161121;2200;0,531632;
161121;2300;1,24822;
161122;0000;1,60016;
161122;0100;1,41518;
161122;0200;1,90259;
161122;0300;2,06804;
161122;0400;2,35996;
161122;0500;2,35264;
161122;0600;1,82134;
161122;0700;1,32896;
161122;0800;0,520933;
161122;0900;1,98317;
161122;1000;2,39615;
161122;1100;2,62551;
161122;1200;2,89419;
161122;1300;3,53163;
161122;1400;3,10525;
161122;1500;2,49596;
161122;1600;1,63062;
161122;1700;1,90429;
161122;1800;2,38386;
161122;1900;2,67445;
161122;2000;3,22784;
161122;2100;3,10901;
161122;2200;1,47011;
161122;2300;2,26363;
161123;0000;2,23581;
161123;0100;0,84798;
161123;0200;0,90282;
161123;0300;1,80368;
161123;0400;0,484034;
161123;0500;0,204575;
161123;0600;0,215728;
161123;0700;0,909637;
161123;0800;1,594;
161123;0900;1,5343;
161123;1000;2,35381;
161123;1100;;
161123;1200;3,10869;
161123;1300;2,44936;
161123;1400;1,66211;
161123;1500;2,09164;
161123;1600;2,71173;
161123;1700;2,20054;
161123;1800;2,3045;
161123;1900;1,88262;
161123;2000;2,17328;
161123;2100;1,89533;
161123;2200;0,960119;
161123;2300;1,71426;
161124;0000;1,40384;
161124;0100;0,539327;
161124;0200;0,429905;
161124;0300;0,438684;
161124;0400;1,65246;
161124;0500;0,153034;
161124;0600;0,311288;
161124;0700;0,736484;
161124;0800;2,01281;
161124;0900;2,4862;
161124;1000;2,88555;
161124;1100;2,92272;
161124;1200;2,58332;
161124;1300;2,72141;
161124;1400;2,93606;
161124;1500;3,24242;
161124;1600;2,74583;
161124;1700;2,36463;
161124;1800;1,89694;
161124;1900;1,13721;
161124;2000;1,09909;
161124;2100;1,41955;
161124;2200;1,51431;
161124;2300;1,08997;
161125;0000;0,595399;
161125;0100;0,713598;
161125;0200;0,199655;
161125;0300;1,29867;
161125;0400;1,2955;
161125;0500;0,633829;
161125;0600;0,427998;
161125;0700;1,76266;
161125;0800;1,6101;
161125;0900;0,794845;
161125;1000;1,23808;
161125;1100;1,9933;
161125;1200;1,96902;
161125;1300;2,29724;
161125;1400;0,486807;
161125;1500;3,06379;
161125;1600;1,3578;
161125;1700;2,14197;
161125;1800;2,61035;
161125;1900;1,207;
161125;2000;0,736007;
161125;2100;1,39098;
161125;2200;1,91538;
161125;2300;0,706819;
161126;0000;0,214958;
161126;0100;1,51066;
161126;0200;2,36999;
161126;0300;2,70957;
161126;0400;2,43399;
161126;0500;2,41712;
161126;0600;1,97609;
161126;0700;0,646772;
161126;0800;1,36805;
161126;0900;2,05345;
161126;1000;2,14057;
161126;1100;3,13436;
161126;1200;3,02061;
161126;1300;2,99114;
161126;1400;3,73122;
161126;1500;4,25225;
161126;1600;5,19176;
161126;1700;5,8047;
161126;1800;6,41519;
161126;1900;7,35673;
161126;2000;5,75666;
161126;2100;4,21461;
161126;2200;3,03488;
161126;2300;2,3671;
161127;0000;2,55227;
161127;0100;2,46016;
161127;0200;2,60804;
161127;0300;2,43954;
161127;0400;2,80693;
161127;0500;2,87494;
161127;0600;2,79854;
161127;0700;2,71035;
161127;0800;2,88746;
161127;0900;3,52246;
161127;1000;6,21518;
161127;1100;7,73246;
161127;1200;7,70306;
161127;1300;8,56821;
161127;1400;9,50906;
161127;1500;9,10445;
161127;1600;9,0062;
161127;1700;8,95891;
161127;1800;8,47894;
161127;1900;7,04229;
161127;2000;5,33892;
161127;2100;3,7007;
161127;2200;3,19729;
161127;2300;2,77067;
161128;0000;2,04524;
161128;0100;1,35187;
161128;0200;1,18675;
161128;0300;1,21157;
161128;0400;1,30661;
161128;0500;1,29685;
161128;0600;1,49822;
161128;0700;1,6143;
161128;0800;1,93368;
161128;0900;4,66769;
161128;1000;6,02276;
161128;1100;6,4971;
161128;1200;6,4848;
161128;1300;6,28116;
161128;1400;6,30567;
161128;1500;6,1383;
161128;1600;4,60304;
161128;1700;3,68221;
161128;1800;2,77407;
161128;1900;2,09981;
161128;2000;1,14452;
161128;2100;3,42198;
161128;2200;3,2862;
161128;2300;3,40181;
161129;0000;3,69008;
161129;0100;2,43583;
161129;0200;2,67876;
161129;0300;2,2222;
161129;0400;1,3127;
161129;0500;1,57757;
161129;0600;1,34439;
161129;0700;1,08741;
161129;0800;1,48809;
161129;0900;2,23194;
161129;1000;1,83079;
161129;1100;2,86576;
161129;1200;3,1354;
161129;1300;1,44793;
161129;1400;1,49402;
161129;1500;1,72601;
161129;1600;0,801671;
161129;1700;1,45587;
161129;1800;1,52428;
161129;1900;1,59234;
161129;2000;0,345934;
161129;2100;0,389369;
161129;2200;0,356874;
161129;2300;0,129948;
161130;0000;0,361294;
161130;0100;0,235162;
161130;0200;0,385529;
161130;0300;0,520398;
161130;0400;0,68781;
161130;0500;1,09224;
161130;0600;1,55126;
161130;0700;0,685632;
161130;0800;0,91751;
161130;0900;2,37777;
161130;1000;1,33045;
161130;1100;1,97112;
161130;1200;1,31751;
161130;1300;3,81986;
161130;1400;3,12213;
161130;1500;3,26746;
161130;1600;3,09991;
161130;1700;3,20282;
161130;1800;2,23427;
161130;1900;0,913659;
161130;2000;0,435566;
161130;2100;0,796048;
161130;2200;1,26541;
161130;2300;0,989056;
161201;0000;0,743183;
161201;0100;0,113666;
161201;0200;0,359399;
161201;0300;0,401836;
161201;0400;0,975195;
161201;0500;0,604723;
161201;0600;1,04531;
161201;0700;0,612377;
161201;0800;0,117918;
161201;0900;0,648297;
161201;1000;1,17451;
161201;1100;2,50292;
161201;1200;3,46156;
161201;1300;3,67755;
161201;1400;3,4088;
161201;1500;3,58785;
161201;1600;3,92799;
161201;1700;4,16662;
161201;1800;5,08457;
161201;1900;5,06847;
161201;2000;2,41422;
161201;2100;0,567433;
161201;2200;0,797598;
161201;2300;0,174662;
161202;0000;0,368038;
161202;0100;1,09307;
161202;0200;1,45586;
161202;0300;0,763295;
161202;0400;0,105171;
161202;0500;0,808916;
161202;0600;2,06922;
161202;0700;1,6852;
161202;0800;2,07298;
161202;0900;1,76201;
161202;1000;2,01195;
161202;1100;2,35524;
161202;1200;2,75316;
161202;1300;2,77794;
161202;1400;2,45821;
161202;1500;2,73609;
161202;1600;3,52961;
161202;1700;2,98122;
161202;1800;2,25758;
161202;1900;1,65073;
161202;2000;1,17372;
161202;2100;0,433864;
161202;2200;0,499095;
161202;2300;0,371085;
161203;0000;0,727715;
161203;0100;0,451125;
161203;0200;1,0393;
161203;0300;0,698164;
161203;0400;0,575214;
161203;0500;0,731998;
161203;0600;0,4344;
161203;0700;0,848174;
161203;0800;1,18315;
161203;0900;0,532761;
161203;1000;1,85918;
161203;1100;0,923548;
161203;1200;2,32686;
161203;1300;1,16058;
161203;1400;1,21749;
161203;1500;1,07385;
161203;1600;2,11103;
161203;1700;1,80701;
161203;1800;1,07043;
161203;1900;0,240981;
161203;2000;0,422077;
161203;2100;0,311432;
161203;2200;0,219664;
161203;2300;0,172746;
161204;0000;0,399666;
161204;0100;0,371161;
161204;0200;0,688752;
161204;0300;0,797314;
161204;0400;0,376174;
161204;0500;0,281434;
161204;0600;1,18015;
161204;0700;0,891811;
161204;0800;2,68142;
161204;0900;2,99203;
161204;1000;3,31907;
161204;1100;0,995263;
161204;1200;1,72821;
161204;1300;2,01843;
161204;1400;1,90755;
161204;1500;1,24991;
161204;1600;1,34466;
161204;1700;1,25462;
161204;1800;1,26981;
161204;1900;1,56905;
161204;2000;3,11659;
161204;2100;3,75333;
161204;2200;3,32476;
161204;2300;3,52158;
161205;0000;2,5083;
161205;0100;2,67356;
161205;0200;1,93514;
161205;0300;2,41196;
161205;0400;2,71573;
161205;0500;2,69105;
161205;0600;2,80453;
161205;0700;2,97209;
161205;0800;4,06538;
161205;0900;5,70381;
161205;1000;7,57658;
161205;1100;8,41351;
161205;1200;9,26357;
161205;1300;8,92294;
161205;1400;9,78688;
161205;1500;9,60028;
161205;1600;9,35139;
161205;1700;9,08432;
161205;1800;8,52493;
161205;1900;7,32125;
161205;2000;4,90143;
161205;2100;4,08433;
161205;2200;3,56016;
161205;2300;2,91342;
161206;0000;2,62496;
161206;0100;2,34982;
161206;0200;2,11653;
161206;0300;0,725952;
161206;0400;1,09413;
161206;0500;0,438203;
161206;0600;0,458137;
161206;0700;0,828085;
161206;0800;1,68257;
161206;0900;2,74701;
161206;1000;5,3929;
161206;1100;5,97023;
161206;1200;6,3442;
161206;1300;6,55136;
161206;1400;6,17464;
161206;1500;6,02369;
161206;1600;6,64814;
161206;1700;5,96023;
161206;1800;4,36935;
161206;1900;3,53403;
161206;2000;2,30255;
161206;2100;0,788626;
161206;2200;1,99418;
161206;2300;0,260303;
161207;0000;3,01551;
161207;0100;2,59825;
161207;0200;0,87374;
161207;0300;0,479649;
161207;0400;1,33045;
161207;0500;1,32566;
161207;0600;1,78463;
161207;0700;2,44378;
161207;0800;0,0894489;
161207;0900;0,896729;
161207;1000;2,22619;
161207;1100;0,982374;
161207;1200;2,76207;
161207;1300;3,44096;
161207;1400;3,07796;
161207;1500;2,95171;
161207;1600;2,66034;
161207;1700;2,48446;
161207;1800;2,00386;
161207;1900;2,78669;
161207;2000;3,50645;
161207;2100;3,49328;
161207;2200;2,26399;
161207;2300;0,489356;
161208;0000;0,239749;
161208;0100;0,253121;
161208;0200;0,771385;
161208;0300;0,743947;
161208;0400;1,00705;
161208;0500;0,829847;
161208;0600;0,434687;
161208;0700;0,103123;
161208;0800;0,542274;
161208;0900;0,570485;
161208;1000;2,34805;
161208;1100;1,89509;
161208;1200;2,5982;
161208;1300;2,62066;
161208;1400;2,62867;
161208;1500;2,4321;
161208;1600;2,08897;
161208;1700;2,43763;
161208;1800;2,17003;
161208;1900;1,20631;
161208;2000;0,998049;
161208;2100;0,362216;
161208;2200;0,375468;
161208;2300;0,301455;
161209;0000;1,32171;
161209;0100;1,65059;
161209;0200;1,55339;
161209;0300;0,504854;
161209;0400;0,43629;
161209;0500;0,985715;
161209;0600;1,7811;
161209;0700;2,04676;
161209;0800;1,20878;
161209;0900;0,155317;
161209;1000;2,83483;
161209;1100;3,67702;
161209;1200;4,03641;
161209;1300;3,84349;
161209;1400;3,95754;
161209;1500;3,58819;
161209;1600;4,31363;
161209;1700;3,85631;
161209;1800;3,5624;
161209;1900;3,83297;
161209;2000;2,23704;
161209;2100;0,630783;
161209;2200;2,31233;
161209;2300;1,70511;
161210;0000;2,45579;
161210;0100;0,435601;
161210;0200;0,382817;
161210;0300;1,67956;
161210;0400;1,74734;
161210;0500;1,52418;
161210;0600;2,09;
161210;0700;1,6675;
161210;0800;2,14091;
161210;0900;4,89989;
161210;1000;5,39283;
161210;1100;6,27681;
161210;1200;6,31385;
161210;1300;6,14336;
161210;1400;6,23124;
161210;1500;5,07229;
161210;1600;4,59846;
161210;1700;5,40356;
161210;1800;4,64708;
161210;1900;3,27346;
161210;2000;1,08338;
161210;2100;1,19164;
161210;2200;1,97216;
161210;2300;1,01782;
161211;0000;1,78059;
